BHK,Location,Total sqft,price_sqft,price,Bhk
1 BHK Apartment,Palghar,511,"4,507",23.03 L,1
1 BHK Apartment,Palghar,421,"4,517",18.97 L,1
1 BHK Apartment,Palghar,442,"4,507",19.92 L,1
1 BHK Apartment,Palghar,450,"4,517",20.28 L,1
1 BHK Apartment,Palghar,356,"4,519",16.04 L,1
2 BHK Apartment,Virar,910,"5,197",47.3 L,2
1 BHK Apartment,Virar,690,"5,743",39.63 L,1
1 BHK Apartment,Virar,690,"5,743",39.63 L,1
2 BHK Apartment,Virar,980,"5,821",57.04 L,2
2 BHK Apartment,Virar,910,"5,197",47.3 L,2
1 BHK Apartment,Virar,520,"6,260",32.55 L,1
2 BHK Apartment,Virar,980,"5,712",55.98 L,2
2 BHK Apartment,Virar,980,"5,712",55.98 L,2
2 BHK Apartment,Virar,980,"5,604",54.92 L,2
1 BHK Apartment,Virar,700,"5,918",41.43 L,1
2 BHK Apartment,Virar,910,"5,197",47.3 L,2
2 BHK Apartment,Virar,980,"5,821",57.04 L,2
1 BHK Apartment,Virar,507,"6,489",32.9 L,1
2 BHK Apartment,Virar,980,"5,821",57.04 L,2
1 BHK Apartment,Virar,690,"5,360",36.99 L,1
1 BHK Apartment,Virar,690,"5,360",36.99 L,1
1 BHK Apartment,Virar,690,"5,360",36.99 L,1
1 BHK Apartment,Virar,690,"5,360",36.99 L,1
1 BHK Apartment,Virar,690,"5,360",36.99 L,1
2 BHK Apartment,Virar,910,"5,197",47.3 L,2
1 BHK Apartment,Virar,690,"5,743",39.63 L,1
1 BHK Apartment,Virar,690,"5,743",39.63 L,1
2 BHK Apartment,Virar,910,"5,197",47.3 L,2
1 BHK Apartment,Virar,690,"5,897",40.69 L,1
2 BHK Apartment,Virar,910,"5,197",47.3 L,2
1 BHK Apartment,Virar,520,"6,260",32.55 L,1
1 BHK Apartment,Boisar,615,"2,959",18.2 L,1
1 BHK Apartment,Boisar,615,"3,008",18.5 L,1
1 BHK Apartment,Virar,507,"6,292",31.9 L,1
1 BHK Apartment,Virar,675,"5,871",39.63 L,1
2 BHK Apartment,Dombivali,620,"7,741",48 L,2
1 BHK Apartment,Mira Road East,715,"9,090",65 L,1
2 BHK Apartment,Mira Road East,950,"8,842",84 L,2
2 BHK Apartment,Mira Road East,950,"8,689",82.55 L,2
1 BHK Apartment,Mira Road East,720,"8,888",64 L,1
1 BHK Apartment,Mira Road East,720,"8,750",63 L,1
1 BHK Apartment,Saphale,640,"3,435",21.99 L,1
1 BHK Apartment,Saphale,660,"3,453",22.79 L,1
2 BHK Apartment,Saphale,905,"3,424",30.99 L,2
1 BHK Apartment,Saphale,715,"3,425",24.49 L,1
1 BHK Apartment,Saphale,730,"3,423",24.99 L,1
2 BHK Apartment,Mira Road East,990,"10,606",1.05 Cr,2
2 BHK Apartment,Mira Road East,999,"9,709",97 L,2
2 BHK Apartment,Mira Road East,1024,"12,109",1.24 Cr,2
3 BHK Apartment,Vashi,1450,"22,413",3.25 Cr,3
3 BHK Apartment,Vashi,1700,"14,588",2.48 Cr,3
3 BHK Apartment,Vashi,1700,"12,352",2.1 Cr,3
3 BHK Apartment,Vashi,1700,"14,705",2.5 Cr,3
2 BHK Apartment,Koper Khairane,1050,"13,619",1.43 Cr,2
3 BHK Apartment,Ghansoli,1525,"11,934",1.82 Cr,3
3 BHK Apartment,Vashi,1700,"12,941",2.2 Cr,3
1 BHK Apartment,Koper Khairane,650,"12,307",80 L,1
1 BHK Apartment,Bhiwandi,365,"4,100",14.96 L,1
2 BHK Apartment,Dombivali,864,"7,523",65 L,2
2 BHK Apartment,Palava,805,"5,590",45 L,2
1 BHK Apartment,Dombivali,585,"5,811",34 L,1
2 BHK Apartment,Palava,1085,"5,069",55 L,2
1 BHK Apartment,Dombivali,774,"4,134",32 L,1
2 BHK Apartment,Mira Road East,1100,"8,636",95 L,2
1 BHK Apartment,Mira Road East,700,"9,000",63 L,1
2 BHK Apartment,Vikhroli,747,"22,623",1.69 Cr,2
2 BHK Apartment,Vikhroli,682,"24,780",1.69 Cr,2
2 BHK Apartment,Vikhroli,685,"24,525",1.68 Cr,2
2 BHK Apartment,Vikhroli,750,"22,266",1.67 Cr,2
1 BHK Apartment,New Balaji Nagar,715,"4,195",30 L,1
1 BHK Apartment,Bhayandar East,550,"6,363",35 L,1
1 BHK Apartment,Virar East,510,"6,862",35 L,1
1 BHK Apartment,Mira Road East,715,"9,090",65 L,1
1 BHK Apartment,Borivali East,525,"21,904",1.15 Cr,1
1 BHK Apartment,Borivali East,500,"23,000",1.15 Cr,1
1 BHK Apartment,Naigaon East,500,"6,000",30 L,1
1 BHK Apartment,Agripada,545,"31,192",1.7 Cr,1
1 BHK Apartment,Bhiwandi,550,"4,100",22.55 L,1
3 BHK Apartment,Koper Khairane,2000,"11,250",2.25 Cr,3
2 BHK Apartment,Vikroli East,742,"12,803",95 L,2
1 BHK Apartment,Vikroli East,586,"12,798",75 L,1
3 BHK Apartment,Airoli,1900,"10,000",1.9 Cr,3
1 BHK Apartment,Koper Khairane,625,"11,200",70 L,1
1 BHK Apartment,Naigaon East,500,"5,400",27 L,1
2 BHK Apartment,Virar,700,"7,428",52 L,2
1 BHK Apartment,Bhayandar East,385,"7,272",28 L,1
2 BHK Apartment,Kandivali West,720,"30,416",2.19 Cr,2
3 BHK Apartment,Kandivali West,1462,"27,017",3.95 Cr,3
3 BHK Apartment,Koper Khairane,1650,"10,909",1.8 Cr,3
2 BHK Apartment,Koper Khairane,1150,"11,304",1.3 Cr,2
2 BHK Apartment,Koper Khairane,1150,"12,608",1.45 Cr,2
3 BHK Apartment,Koper Khairane,2050,"13,414",2.75 Cr,3
2 BHK Apartment,Koper Khairane,1140,"10,526",1.2 Cr,2
2 BHK Apartment,Koper Khairane,1160,"10,775",1.25 Cr,2
3 BHK Apartment,Koper Khairane,1570,"12,101",1.9 Cr,3
1 BHK Apartment,Dombivli (West),360,"7,500",27 L,1
2 BHK Apartment,Vichumbe,791,"5,689",45 L,2
2 BHK Apartment,Kharghar,1100,"10,909",1.2 Cr,2
2 BHK Apartment,Kharghar,1100,"11,363",1.25 Cr,2
2 BHK Apartment,Kharghar,1150,"8,695",1 Cr,2
3 BHK Apartment,Kharghar,1490,"15,436",2.3 Cr,3
2 BHK Apartment,Kharghar,1100,"11,818",1.3 Cr,2
1 BHK Apartment,Dombivali East,576,"5,902",34 L,1
1 BHK Apartment,Dombivali East,550,"6,727",37 L,1
1 BHK Apartment,Virar,550,"5,727",31.5 L,1
1 BHK Apartment,Virar,650,"5,692",37 L,1
1 BHK Apartment,Mira Road East,700,"8,857",62 L,1
2 BHK Apartment,Bhiwandi,800,"4,100",32.8 L,2
2 BHK Apartment,Bhiwandi,670,"4,100",27.47 L,2
1 BHK Apartment,Bhiwandi,545,"4,300",23.43 L,1
1 BHK Apartment,Bhiwandi,530,"4,100",21.73 L,1
1 BHK Apartment,Dombivali,395,"15,131",59.76 L,1
1 BHK Apartment,Dombivali,395,"15,131",59.76 L,1
1 BHK Apartment,Dombivali,395,"15,131",59.76 L,1
1 BHK Apartment,Dombivali,395,"15,131",59.76 L,1
1 BHK Apartment,Dombivali,359,"15,134",54.17 L,1
1 BHK Apartment,Dombivali,359,"15,134",54.17 L,1
2 BHK Apartment,Dombivali,543,"16,233",88.15 L,2
2 BHK Apartment,Dombivali,543,"16,233",88.15 L,2
1 BHK Apartment,Dombivali,395,"15,245",60.21 L,1
1 BHK Apartment,Dombivali,395,"15,245",60.21 L,1
1 BHK Apartment,Dombivali,360,"15,091",54.17 L,1
1 BHK Apartment,Dombivali,360,"15,091",54.17 L,1
2 BHK Apartment,Dombivali,580,"7,241",42 L,2
1 BHK Apartment,Virar West,680,"5,073",34.5 L,1
2 BHK Apartment,Kalamboli,1250,"7,680",96 L,2
1 BHK Apartment,Kalamboli,670,"9,701",65 L,1
2 BHK Apartment,Kharghar,1120,"8,750",98 L,2
1 BHK Apartment,Dombivali,585,"6,153",36 L,1
2 BHK Apartment,Borivali West,836,"22,966",1.92 Cr,2
2 BHK Apartment,Borivali West,753,"22,974",1.73 Cr,2
4 BHK Apartment,Borivali West,1691,"22,945",3.88 Cr,4
2 BHK Apartment,Borivali West,742,"22,911",1.7 Cr,2
3 BHK Apartment,Borivali West,1056,"22,916",2.42 Cr,3
3 BHK Apartment,Borivali West,1092,"22,985",2.51 Cr,3
3 BHK Apartment,Borivali West,1026,"22,904",2.35 Cr,3
3 BHK Apartment,Borivali West,1096,"22,992",2.52 Cr,3
2 BHK Apartment,Borivali West,743,"23,014",1.71 Cr,2
3 BHK Apartment,Borivali West,1036,"22,972",2.38 Cr,3
3 BHK Apartment,Kandivali West,987,"22,819",2.25 Cr,3
2 BHK Apartment,Kandivali West,753,"23,005",1.73 Cr,2
3 BHK Apartment,Kharghar,1870,"8,750",1.63 Cr,3
3 BHK Apartment,Kharghar,1650,"8,750",1.44 Cr,3
1 BHK Apartment,Bhiwandi,410,"4,300",17.63 L,1
3 BHK Apartment,Kalyan West,1565,"7,987",1.25 Cr,3
1 BHK Apartment,Dombivali,465,"6,000",27.9 L,1
2 BHK Apartment,Mazagaon,1025,"21,951",2.25 Cr,2
2 BHK Apartment,Agripada,825,"16,969",1.4 Cr,2
2 BHK Apartment,Byculla,1055,"33,175",3.5 Cr,2
2 BHK Apartment,Dahisar,1075,"25,116",2.7 Cr,2
2 BHK Apartment,Agripada,1270,"27,559",3.5 Cr,2
1 BHK Apartment,Ambernath East,702,"4,273",30 L,1
1 BHK Apartment,Kamothe,655,"10,229",67 L,1
2 BHK Apartment,Kamothe,1050,"8,380",88 L,2
1 BHK Apartment,Koper Khairane,650,"6,923",45 L,1
1 BHK Apartment,Kamothe,650,"10,153",66 L,1
2 BHK Apartment,Koper Khairane,1050,"6,857",72 L,2
2 BHK Apartment,Kamothe,1185,"7,257",86 L,2
1 BHK Apartment,Kamothe,645,"8,062",52 L,1
2 BHK Apartment,Kharghar,1100,"11,363",1.25 Cr,2
1 BHK Apartment,Dombivali,585,"5,641",33 L,1
3 BHK Apartment,Dombivali,1098,"6,648",73 L,3
1 BHK Apartment,Virar,750,"5,666",42.5 L,1
2 BHK Apartment,Virar,750,"7,378",55.34 L,2
1 BHK Apartment,Virar,650,"6,076",39.5 L,1
2 BHK Apartment,Naigaon East,915,"5,573",51 L,2
1 BHK Apartment,Naigaon East,500,"4,800",24 L,1
1 BHK Apartment,Naigaon East,630,"5,396",34 L,1
1 BHK Apartment,Vasai,670,"4,925",33 L,1
1 BHK Apartment,Naigaon East,535,"4,485",24 L,1
1 BHK Apartment,Naigaon East,590,"5,593",33 L,1
1 BHK Apartment,Naigaon East,500,"5,600",28 L,1
1 BHK Apartment,Naigaon East,595,"5,378",32 L,1
1 BHK Apartment,Naigaon East,595,"5,378",32 L,1
2 BHK Apartment,Naigaon East,830,"4,578",38 L,2
1 BHK Apartment,Naigaon East,595,"5,378",32 L,1
1 BHK Apartment,Naigaon East,535,"5,233",28 L,1
1 BHK Apartment,Naigaon East,630,"4,126",26 L,1
1 BHK Apartment,Naigaon East,535,"4,485",24 L,1
1 BHK Apartment,Naigaon East,500,"4,800",24 L,1
1 BHK Apartment,Naigaon East,535,"5,233",28 L,1
1 BHK Apartment,Naigaon East,500,"5,200",26 L,1
1 BHK Apartment,Naigaon East,610,"5,655",34.5 L,1
1 BHK Apartment,Naigaon East,630,"4,761",30 L,1
1 BHK Apartment,Vasai east,670,"5,223",35 L,1
1 BHK Apartment,Vasai,670,"5,223",35 L,1
2 BHK Apartment,Vasai,966,"4,968",48 L,2
1 BHK Apartment,Naigaon East,500,"5,200",26 L,1
1 BHK Apartment,Naigaon East,610,"5,573",34 L,1
1 BHK Apartment,Naigaon East,610,"5,245",32 L,1
1 BHK Apartment,Naigaon East,590,"6,101",36 L,1
